beername,review
Goose Island Honkers Ale,Overall I enjoyed the beer. It has a nice aroma and a good taste. Specially enjoyed the bitterness of it.…
Goose Island Honkers Ale,"Pours a slightly hazy bronze, with a nice head and some lacing. Sweet caramel and herbal hops. Toasty malts and a hint of caramel mix with grassy, earthy hops that leave a little bit of citrus lingering. Pretty tasty"
Goose Island Honkers Ale,"Laranja escura, límpida. Espuma abundante de curta duração. Aroma de lúpulo com notas adocicadas, levemente cítricas. Sabor amargo equilibrado, com toques amadeirados. Retrogosto amargo e cítrico."
Goose Island Honkers Ale,"Light bitterness, crisp, malty and fruity with a nice balace throughout. Pours a bright golden amber with a fizzy beige head. Light bitterness on the finish with a moderate malt profile."
Goose Island Honkers Ale,"Amber with a small beige head. Aroma is passion fruit, lemon, pine, mint, caramel, honey, marmalade. Taste is caramel, toffee, passion fruit, pineapple. Bittersweet aftertaste."
Goose Island Honkers Ale,"Bière orangée-cuivrée, très légèrement voilée, effervescence soutenue, belle et uniforme, et surmontée d’un col légèrement brunâtre pas tellement large, mais très dense et crémeux, et qui semble éternel. Arôme de pain…"
Goose Island Honkers Ale,"Balanced in its blandness, nothing sticks out, nothing disturbs but nothing intrigues. Nothing to buy this beer again for but also nothing wrong with this beer."
Goose Island Honkers Ale,"Dark red body, small off white head. The aroma is quite mellow, and there isn’t too much flavor either. The finish is malty."
Goose Island Honkers Ale,"Can from the beer store, I know it is a faux craft but needed to try.…"
Goose Island Honkers Ale,"The first thing I smell is grapefruit, which is odd because upon closer inspection sweet malts and darker fruits prevail. The taste is odd as well: there is some mild citrus and semi-sweet malts and then...nothing. Very…"
Goose Island Honkers Ale,Boa cerveja mas não chega a ser sensacional. Comprei no pão de açúcar. Vale tomar novamente.…
Goose Island Honkers Ale,"Cor âmbar claro com tons dourados, cristalina  e brilhante; espuma levemente bege de média formação e persistência de um anel com fina camada; lacing razoável.…"
Goose Island Honkers Ale,"Bottle. Mostly clear amber pour with a white head. Aroma is malty and fruity, sweet with a touch of spice. Flavour is more bitter, not a lot of sweetness; a nice malt-hop balance. Bitterness is a bit medicinal, not a…"
Goose Island Honkers Ale,"341 ml bottle. Clear medium orange copper, mostly fading off-white foam. Promising fruity hoppy aroma. Taste falls a bit flat, citric herbal hop, faintly floral, lean slightly sweet malts, thin and barely bitter. Softer carbonation,…"
Goose Island Honkers Ale,- Amber brew; fine bubbles – possibly due to wheat in mix?…
Goose Island Honkers Ale,"Âmbar,espuma cremosa com media formação;no aroma malte,caramelo,leve tostado e frutado,sabor equilibrado com dulçor no início e leve amargor finalizando,refrescante e com boa drinkability. Boa…"
Goose Island Honkers Ale,"Sampled from a bottle. Clear reddish brown with moderate carbonation. Delicate malty aroma, and a taste of caramel balanced by some hoppy bitterness. Pleasant and easy to drink, but a little low in alcohol and…"
Goose Island Honkers Ale,"Clear Amber, modest carbonation. Biscuity apricot malts. Soft floral hops. Good take on a Bitter from the homeland.…"
Goose Island Honkers Ale,"Âmbar levemente avermelhada, espuma bege de boa formação e persistência. Aroma caramelado, maltado, de leve/média intensidade, lúpulo bastante discreto. Paladar de amargor mais intenso do que o…"
Goose Island Honkers Ale,"De ce que j’ai pu essayer de ce brasseur, c’est la moins goûteuse. C’est toutefois fort bien fait, bien malté, avec un soupçon de pêche au nez. Ça me rappelle certains produits de Picaroons mais en plus élaboré... Je…"
Goose Island Honkers Ale,"Yep, that’s very drinkable and a good take on the UK bitter style. Red / brown colour, lighting body. Caramel malt base with English hop flavours sitting over the top - but more flavoursome than many of the ales poured…"
Goose Island Honkers Ale,"Liquide orangé brun avec de petites particules en suspension ; mince et limpide, avec un nez fruité et malté (pêches, pommes). La bouche est mince comme il se doit, avec une finale amère sèche. Désaltérante sans…"
Goose Island Honkers Ale,Nice frothy ale with floral aroma and malty aroma in light volumes. The taste has distinct floral flavor with a hint of honey. Slightly malty body with prolonged hop bitterness. A good and delicate ale.
Goose Island Honkers Ale,"Bottle. Light bronze-amber with a small white head that leaves some nice lacing. Aroma of toffee, bruised apple, twiggy hops, and a hint of orange peel. Medium bodied with good carbonation. Simple but pleasant flavour…"
Goose Island Honkers Ale,"Creamy and soft mouthfeel. Delicate carbonation. Beer has an amber color with a medium, thick and creamy head. Aroma has typical bread skin and caramel background. Plus some toffee creaminess, bit of alcohol, flowers…"
Goose Island Honkers Ale,"On tap at Buffalo Wild Wings. Pours amber with minimal off white head. Aroma of malts and fruit. Taste, well balanced sweet and bitterness. I enjoyed this beer."
Goose Island Honkers Ale,Bit of a yeasty malty aroma. Sweet caramelish malt flavor. Clear copper color with white heaf. Light bodied. No likey.
Goose Island Honkers Ale,Attractive Amber body lasting foamy white head and nice lacing. Sweet malty aroma maybe even a touch of cinnamon and spice in there. Taste is malty with a touch of spice and faint bit of medicinal hops. A bit of a…
Goose Island Honkers Ale,"Bottle, 355ml. A clear amber beer with a small white head and a lot of gas. Aroma is not very strong, but there is some malt, caramel and yeast. Faint taste with some bitterness at the end. Light bodied with some…"
Goose Island Honkers Ale,구스아일랜드 브루 - 홍커스 에일 4.3% ABV 프루티한 홉아로마에 포커싱이 맞춰진 편하게 마실수 있는 에일. 평범한 것 같아도 케릭터가 오롯이 도드라져 지금 현재 가장 대중적인 에일 붐의 한편을 대변한다.…
Goose Island Honkers Ale,Straightforward beer that's heavier than I recall but still so drinkable. Great for a game where you want flavor but there's nothing special at the game. Straightforward esb. I'd like it more if Goose Island weren't sell outs.…
Goose Island Honkers Ale,"Cor bronze com espuma de pouca formação e persistência. Aroma de caramelo, cítrico e biscoito. No sabor, caramelo no início, seguido de médio amargor com final seco e com amargor persistente. Boa bitter ale.…"
Goose Island Honkers Ale,"33cl bottle - Poured orange/amber with an off white head. Aroma - fruit/grass from hops.. Taste - medium bitterness,bread/cereal. Good approximation of an English bitter."
Goose Island Honkers Ale,"Pours a clean amber with a small, slight off white head; light lacing. Aroma is of fruity hops. Semi medium bitterness. Light to medium body, crisp on the tongue, slightly dry and bitter finish. Overall, a pleasant ale, nothing…"
Goose Island Honkers Ale,(355 ml) In jug pint . an american take on the quintessential uk style bitter ... bitters are always more flavoursome and interesting warm and from the cask . orange shade of liquid with just a subtle creamy white head.malty…
Goose Island Honkers Ale,"341ml Bottle from Halles St-Jean. Aroma: caramel, citrus, herbacy. App: cloudy almost clear amber with medium off white frothy head. Taste and palate: medium body, light texture,medium carbonation, watery, tiny…"
Goose Island Honkers Ale,"On tap. Pours a copper colour with a small white head. Aroma is floral, a bit citrusy. Taste is fruits, herbal, hops."
Goose Island Honkers Ale,"Bière cuivrée, limpide, peu mousseuse. Nez légèrement floral sur un lit discret de caramel. En bouche, des houblons mi-fruités mi-herbacés s’échangent les politesses sur le plancher de danse. Un peu de biscuit en…"
Goose Island Honkers Ale,"Out of a can. Aroma is herbal, piney, with a little citrus. Nice rich amber hue with lacing as I drink. Caramel sweetness and typical English hops flavor that is faint with some pine and minimal citrus. Soft dry bitterness on the…"
Goose Island Honkers Ale,"Light bronze with a dense, medium head, some lacing and a honey, peach nose. Malty intro with a mildly-carbonated, soft palate reminiscent of an English Ale. Finishes with honey, barely ripe peaches, and a mild bitterness."
Goose Island Honkers Ale,"* Bottle. Pours gold, clear, with a tan head. 
* Aroma fruity hops & bready, caramel malts. 
* Palate is medium body, medium carbonation, very fine…"
Goose Island Honkers Ale,"Deep amber color with a medium white lacing head. Malty aroma, not a lot of hops. Smooth, not bad."
Goose Island Honkers Ale,"Listed everywhere i see it as an apa, but this classification of bitter is more appropriate, maybe even english pale ale. Clear gold pour, with a small white head. Aroma is slightly pungent, subtle uk hops, pale malts, decent…"
Goose Island Honkers Ale,"Bottle from Whole Foods in Richmond upon Thames, pours amber-brown with a thin head and a fruity, lightly earthy hop nose. Lightly nutty with toffeeish malt and an earthy bitterness, with a bit less gas this would be a…"
Goose Island Honkers Ale,"On tap at Heart & Crown - Byward Market. Clear copper with a frothy off-white head. Flavors are toasted cereals, citrus and caramel with fruity notes. Light body, soft carbonation, slick texture."
Goose Island Honkers Ale,"Aroma is lacklustre, not much to it really. Looks fantastic a very deep dark honey colour. Taste is what you would expect from a bitter, it’s bitter but very drinkable. On the palate it’s interesting, rather fizzy on the tongue but…"
Goose Island Honkers Ale,Draft at a local Pizza place. Aroma of fruit with light caramel and hops. Light amber color with a slight white head. Hoppy flavor with with spice and caramel to give it backbone. Easily drinkable with a hoppy finish.…
Goose Island Honkers Ale,"Amber pour, large head. Aroma is bready, caramel, earthy hops. Caramel and bread up front, bitter hopping in the background, malty finish. Medium body. Easy drinking."
Goose Island Honkers Ale,Bottle from asda a copper brown beer aroma is carmel and malt nutty carmel flavour light bitter finish
Goose Island Honkers Ale,"Farbe amber-klar. Geruch malzig. Im Geschmack gut ausgewogen, leicht metallisch. Zum Ende bitter. Nichts besonderes."
Goose Island Honkers Ale,"Geruch nach frischer Maische gepaart mit zartem Hopfenaroma. Geschmack relativ malzbetont, etwas wässrig."
Goose Island Honkers Ale,"Very light and refreshing bitter, some citrus and grassy taste well balanced light bitter."
Goose Island Honkers Ale,"Pours a light copper with small but lingering white head which lasts throughout. Aroma is caramel malt, toffee, citrus and leafy hops. Taste is medium sweet and medium bitter, fresh and zesty. Compared to all…"
Goose Island Honkers Ale,"Aroma of sweet fruits and some lemon, taste of strawberry and lemon grass, malts, nice…"
Goose Island Honkers Ale,"Clear medium amber pour. Big pillowy tan head. Moderate lacing. Nose is honey, jasmine, yeasty esters, caramel malt. Mouthfeel is light and carbonated. Floral and earthy hops, bread, caramel. Finishes a touch…"
Goose Island Honkers Ale,"355ml bottle at Forks & Corks, Highgate on 11th May 2015. Pours a deep hazy amber with thinning off-white vanishing foam and scant lacing. Hoppy and fruity aroma. Leafy, grassy hops, a citric tang and plenty of malt in…"
Goose Island Honkers Ale,"Small bottle, brown, library bar teviot. Pours light amber with a thin white head lasting. Scent is pale malt, lager like yeast. Taste is medium bodied sweet malt, hints of caramel, finishing smooth. Plain, sessionable, good."
Goose Island Honkers Ale,"Yet again, I’d like to hate this stuff but.....it’s a decent brew. There’s nothing special here. Dark gold pour. Grassy nose. Slightly toasted/nutty malt with a simple bitter finish. Maybe it’s the fact that I’m on vacation but this stuff…"
Goose Island Honkers Ale,OK beer but nothing to write home about. Flavor is weak and grassy. Pour is amber with a small head.
Goose Island Honkers Ale,"Hazy orange to amber colour, minimal slightly yellowish off-white head; aroma and tasteof honey, caramel and floral notes ; correct ale"
Goose Island Honkers Ale,This beer was very good it had some good up front notes of hops but not overpowering that the beer can not be enjoyed.…
Goose Island Honkers Ale,Fruity caramel aroma. Clear copper body with a modest half inch head. Mild bitter character with a modest malt base. Dry in the finish. Enjoyable.
Goose Island Honkers Ale,Some light citrus with OK barley profile. Light bitter finish. Pours orange with ok head and lacing. Bottle at Goose Island in O’Hare - pretty much the only thing available.
Goose Island Honkers Ale,"Great caramel smell, malty with a berry fruit sensation on the nose. Taste follows with a lot of caramel, biscuity berry and hop hints. Crushable, supremely pairable with most foods.…"
Goose Island Honkers Ale,My Bottom Line:…
Goose Island Honkers Ale,Some nice citrus hops and biscuity notes. An easy drinking change of pace and very session able
Goose Island Honkers Ale,Poured from bottle into pint glass. Nice color. Malty and biscuit notes in the smell that carry over to the taste as well. Enjoyable beer.
Goose Island Honkers Ale,"Bottle poured into a tumbler..amber color with a fluffy off-white head..aroma of caramel,toffee,bitters..bitter,dry taste..decent."
Goose Island Honkers Ale,"A nice break from the over hopped, trendy IPAs that everyone is into nowadays. Good to have as honest Ale again.…"
Goose Island Honkers Ale,"On tap. Medium brown color, small thin head. Nut aroma with a bit of bread. Slightly sweet, with a lingering bitterness."
Goose Island Honkers Ale,"Copper body with tan head. Malty aroma with hints of biscuit. Fruity, nutty, malty taste. Relatively crisp and clean finish."
Goose Island Honkers Ale,"Bottle at BePLUS, Xiamen. Pours clear golden brown with a white head. Metallic fruity aroma. Bitter finish."
Goose Island Honkers Ale,"On tap at Les Maltcommodes. Nose is of caramel and cereals, lightly fruity. Taste is of fruits, caramel and light husk. Lightly bitter. Light tart wheat. Body is light to medium and carbonation moderately high. Good,…"
Goose Island Honkers Ale,"355ml bottle at Bar Soba. Pours hazy orange amber, thin white head. Aromas of orange citrus, fruit. Taste is light orange bitter, light caramel. Medium body, thin texture, bitter finish."
Goose Island Honkers Ale,"Slightly dark, cloudy, golden appearance. Head disappears quickly. Distinct aroma of hops, and a slight taste of fruits."
Goose Island Honkers Ale,bottled - purchased in Fla - Nice amber color. Malt and hop flavor. Malt aroma. Reminds me of Flying Fish ESB. Very drinkable but heavy.
Goose Island Honkers Ale,"Had a few of the brands from Goose Island and was a fan of this one. Not my favorite beer, but it was definitely something I would get again.…"
Goose Island Honkers Ale,"Nice aroma right off. Citrus and malt. Pours with a minimal head, lingers longer than it should, but leaves no lacing. Beautiufl amber color....Taste is lemon right away, but it’s not bitter, it’s sweetish. I taste roasted malt, but…"
Goose Island Honkers Ale,"Gylden brun klar med høyt offwhite skum. Lukter røde bær og karamell. Medium humlebitter smak men ellers ganske vannete i smaken, medium kullsyre."
Goose Island Honkers Ale,"Draught @ Dusty's, Whistler-Creekside B.C.
Clear red copper, negligible head. Bready and malty, but fairly dry finish for an English style bitter. Cara lingers, bit too sweet."
Goose Island Honkers Ale,"14.4.2014. Nose is light, fresh, a bit malts. Taste is smooth, some lemon, tender bitterness. Very smooth and nice bitter."
Goose Island Honkers Ale,"Bottle. Booths, Ilkley. Clear, copper colour. Thin, but tight, lasting, sticky, pale beige head. Woody fruits to it, a bit like grape stalks. Toffee malts. Some hop spice. Taste is spicy dry. Light bitter. Fairly thin palate, with a…"
Goose Island Honkers Ale,"Re:rate - Goose Launch event in Tokyo. Clear copper with a fluffy white head that lasts throughout. Light malt and caramel nose with a touch of grass. Slightly astringent on the palate, but some malt sweetness. Clean…"
Goose Island Honkers Ale,"Amber color , good off-white head. Aroma of caramel malt , fruits and earthy hop. Taste is malty with moderate bitterness and floral notes.Decent bitter."
Goose Island Honkers Ale,Bottle. Some fruity aromas with maltiness. Pleasant malty beer with a little bitter on the back end and some nice aromas on the front.
Goose Island Honkers Ale,"3/8/15 (Bottle) - Nice solid pour and texture, copper brown with minimal white head and a decent amount of carbonation. Aroma a pleasant orange, caramel and lemon scent. Taste very smooth malt and hops blend, and th…"
Goose Island Honkers Ale,Honkers Ale is normal beer that should be in the pub menu. In aroma you can feel fruits and the first taste is nice but after few sec you have got metallic palate. Glad that it’s not long feeling.
Goose Island Honkers Ale,"It was OK, seemed to have a metallic taste, not heavy in taste and aftertaste, rich redish color, not bad but not great either…"
Goose Island Honkers Ale,Beautiful deep amber pour (almost expecting a Jurassic Park mosquito inside). Great thick beige head. Aroma faint of caramel and bread. Taste is wonderfully balanced with fruity/spicy hops and smooth caramel malts.…
Goose Island Honkers Ale,On draft. Deep amber red colour. Good thick off white head. Aroma is slight but caramel and biscuits. Taste is very malt heavy and dry.
Goose Island Honkers Ale,"Type: 12-oz. bottle
Glass: Pint mug…"
Goose Island Honkers Ale,"Pours a golden amber with a thin off white head. Aroma is very sweet and smells like hay, honey, lemon. Taste of light caramel or honey, cereal, spruce. Light bodied."
Goose Island Honkers Ale,"12oz bottle from Wegmans, Buffalo, NY. Amber with a billowing cream head; fruity aroma; malty taste with a pleasnt light bitterness. A pleasant enough ""ordinary"" bitter."
Goose Island Honkers Ale,Bottle into English honeycomb pint glass. Amber w thick foamy head. Nice aroma of malt w caramel and mild floral notes. Smooth mouthfeel w mild bitterness and pronounced caramel malt. Decent beer. Will get again.…
Goose Island Honkers Ale,"355ml bottle. Pours clear amber with a frothy head. Fruity, hoppy aroma, caramel and fruit taste with some tartness"
Goose Island Honkers Ale,"Bottle, 355ml. Sparkling amber with a creamy to minimal offwhite head. Mild aroma with faint notes of caramel, bread and a slight fruitiness. Medium to light bodied with moderate carbonation. Sweet and…"
Goose Island Honkers Ale,Pours copper with little head. A very malty aroma. A very malty taste too with a biscuity finish
Goose Island Honkers Ale,"Bottle at home. Pours golden amber, nose is floral, light spice, taste is similar, toffee."
Goose Island Honkers Ale,"Bottle to a pint glass. The beer pours a super clear light orange with a white head that disappears almost right away leaving no lacing. Aroma is lots of sour bread, grassy hops, and just a general bread, dough, yeast…"
Goose Island Honkers Ale,"Bottled on 10.07.13.
Poured into a tumbler on 12.30.13.…"
Goose Island Honkers Ale,"Bottle from Beer Dock, Crewe. Pours amber with an off white froth. Supposedly an English style bitter. Far too hoppy and spicy for that. More like an Irish red IMO. Fruity hops, dark spice, nice drink."
Goose Island Honkers Ale,"Bue en bouteille de 355ml. Style bitter anglaise. Peu de corps, peu de bulle. Malt et amertume bien équilibré. Bien faite dans le genre."
Goose Island Honkers Ale,Pale brown colour. Aroma and flavour are malty and have a fruity sweetness. Good but just a bit too sweet overall.
Goose Island Honkers Ale,On tap amber yellow with a white head. Aroma and taste are citrus and pine.
Goose Island Honkers Ale,"12oz bottle pours with a clear amber body that supports a thin off white head. The aroma offers up malty notes, some almost winter like spices, a touch of biscuit malts and then sugary sweetness. The taste starts with…"
Goose Island Honkers Ale,"Aroma of fresh hop resin. Copper and clear with a lasting white head. Light to medium bodied and refreshing with some light berry like sweetness, this slight sweetness is balanced with a crisp finish with slight bitterness.…"
Goose Island Honkers Ale,"Pour from bottle. Citrusy aroma with a hint of hops. Brief white head with almost no lace, light brown to pale looks. Hoppy, grassy notes with a sweet, abrupt palate. Very drinkable nonetheless.…"
Goose Island Honkers Ale,12 oz bottle. It pours an amber color with a small white quickly fading head. It has a nice malty aroma. This is a incredibly drinkable beer. A mild hop bitterness in the background of a wonderfully rich malty beer. It has a…
Goose Island Honkers Ale,"On tap at Elizabeth Station, pours a clear copper with a small white head. Aroma brings out light English hops and some soft crackery malts. Flavour is clean, with very restrained English malts, not a whole lot of hops. Dry,…"
Goose Island Honkers Ale,"On tap during a St Patty’s Chicago trip -- Nice easy drinking, hops in the middle."
Goose Island Honkers Ale,Very smooth and crisp beer with that bitter taste I like. Leaves a great aftertaste and has an amazing dark amber color.…
Goose Island Honkers Ale,One of my favorite fall beers. Not a bitter bite like some ales.......................
Goose Island Honkers Ale,"On tap at the royal oak, ottawa. Pours amber. Minimal aroma. Smooth to drink."
Goose Island Honkers Ale,"[6099-20131214] Bottle. More house yeast of corn mash in the aroma. Clear, light orange pink body with a quick foamy white head. Sweet grains flavour. Light-medium body has a light bitter aftertaste. Average.…"
Goose Island Honkers Ale,"On tap. Pours a clear brown color with moderate head. Aromas of sweet malts. (Served too cold...). Flavors of burnt caramel, rubber, resin, jammy fruit, and bit of sour mash. It was a great ""malty"" beer. Served in a Goose…"
Goose Island Honkers Ale,"On tap at Duke’s Refresher + Bar. Pours a clear orange/amber with average-sized white head with some lace. Aroma is fairly malty with fruit, caramel, grains and a little earthiness. Flavour is a little dark fruit, apple, caramel,…"
Goose Island Honkers Ale,"12 oz bottle in pint glass. Dark cloudy gold in the glass. One finger of foamy head with a sweet, fruity nose that screams high quality. Grassy and sweet on the palate, notes of citrus and apple. Full malt flavor and has…"
Goose Island Honkers Ale,"Couldn’t get aroma or appearance, drank for bottle. Slightly bitter, dry finish. Not much maltiness. Quaffable, good for a summer time session 
beer."
Goose Island Honkers Ale,"Couleur ambré avec une fine dentelle qui résiste. Arome de noix,caramel et une pointe d’amertume. Assez de base rien d’impresionnant ici."
Goose Island Honkers Ale,"Boring beer. Pours a light copper with very little head. Smells of some malt, but not much transfers to flavor. Very thin and mostly bland. Not bad, and quite drinkable, just not very interesting."
Goose Island Honkers Ale,An average beer. Pretty basic. Good taste easy to drink. Not much aroma. Nice head.…
Goose Island Honkers Ale,"Deep amber beer with a medium foamy eggshell head. Weak nose of candied nuts, caramel, and toffee, but it’s pretty friggin’ faint. Flavor is mild and watery. I guess there’s some malt there, but it kind of just lays flat on…"
Goose Island Honkers Ale,"Pours a clear copper color with a dense white head. Aroma of biscuit, caramel and earthy floral hops. Taste is caramel malts, biscuit and light earthy hops. Nice smooth bitterness into the finish with a medium low…"
Goose Island Honkers Ale,"12 oz. bottle from City Beer. Nose of light yeast. Bready malt taste over a mild fruity hop bitterness. Smooth and simple. Not skunky or watered down. Not complex. Clean, satisfying malt creaminess in the lager…"
Goose Island Honkers Ale,Nice light malty smell. Followed by a nice malt taste in your mouth. Stronger malt taste going down. Nice ale.
Goose Island Honkers Ale,Had this at a soccer game in Dallas...was better than Bud Light. Had some malts and caramel in there. Wasnt too bad. Worth a shot for an easy going beer
Goose Island Honkers Ale,Serving: from bottle--purchased at Full Throttle Bottles.…
Goose Island Honkers Ale,"From growler. Copper coloured and clear. Finely beaded white cap. Nose has light caramel, mild fruit. Taste has fruity malt, citrus, caramel. Light hops and fruity aftertaste. Easy drinker."
Goose Island Honkers Ale,"Bottle. Mild but balanced aroma. Light fruit and bready malts. Amber color thin white lacing. Medium sweet taste. Medium body, above ave carbonation, light bitter finish. Overall nice balance and a decent…"
Goose Island Honkers Ale,A very drinkable beer while still having some flavor. Not too complex. Nice Amber color.…
Goose Island Honkers Ale,"Bottle from Booth’s in Ripon. Amber with an off-white head. Fruity with notes of passion fruit and a little spice. A bit on the watery side, but good."
Goose Island Honkers Ale,"""nothing that really stands out, as the style dictates, but this is one of the easiest drinking and most enjoyable session beers i’ve had in quite a while. incredibly well balanced."""
Goose Island Honkers Ale,"Bottle. Pour is amber with a foamy head, aroma is malty, fruity. Taste is malty, fruity, apple, light body and gentle carbonation. Nice"
Goose Island Honkers Ale,"Flaske fra ølbutikken. Klar Rød/kobberfarget, moderat karbonert med tynn skumrand. Smaker malt,gress, humle, karamell og krydder. God men ikke en øl for meg"
Goose Island Honkers Ale,"On tap at an English pub in Monterey, CA. Light amber pour. In general, I like Goose Island beers. Unfortunately I found this beer to be lacking in flavor. All I could really taste was some light caramel flavored malt. The…"
Goose Island Honkers Ale,"Cold bottle at the Pitcher & Piano, Richmond. Short review, social. Dark amber, hazy, lightly sparkling, small white head. Aroma toffee, light marmite, batter. Body is medium, spritzy, slightly foamy. Taste is very…"
Goose Island Honkers Ale,"Growler bar sample. Nice head, decent aroma of wheat, hops, and spices. Flavourful and hoppy. Nice!"
Goose Island Honkers Ale,Appearance: Dark copper body with a fluffy white head. Good lacing. Great transparency.…
Goose Island Honkers Ale,"Toffee, grass, hay and a hint of spices in the aroma. Amber with a white head. Medium to heavy sweet and light to medium bitter. Medium body with a soft to average carbonation. Overall a bit to sweet and very little…"
Goose Island Honkers Ale,"Clear amber with off-white lacing foam head. Aroma is malty, little bitter, some wheat, some hay. Nice bitter ale, again some hay notes. (Velp 201409)"
Goose Island Honkers Ale,"Nice, hops and malts balance well. I don't quite get the reference to English bitters, but maybe I should have let it warm a bit. Pretty harmless.…"
Goose Island Honkers Ale,On tap at the Goose Island outlet next to gate C10 at O’Hare. It pours a clear amber gold with a light beige head of foam and great staying power. A fruity malt caramel aroma with a rough carbonation. The taste is malty…
Goose Island Honkers Ale,"Cloudy yellow amber with spongy off white head. Sticky lacing.
Watery palate and very little (for an IPA) bitterness comes through. Metallic after taste.…"
Goose Island Honkers Ale,"Bottle from Village Wine and Spirits. Sweetish, Brit malt nose, with caramel and treacle, some peach. Clear orange/amber color, 2-3cm head, and clumpy lace. Very mild malty initial, minerals, light fruit, and subtle…"
Goose Island Honkers Ale,"Transfer from BA review on 3-7-13-
 Served on tap in a pint glass…"
Goose Island Honkers Ale,"Clear dark amber with small off white head. Aroma is subdued due to very cold serving temps. Taste is nutty, caramel , toffee . No finish."
Goose Island Honkers Ale,"Bottle from missoula, York. Beautiful toasty amber colour and a healthy head. Aroma is orange and a bit of lychee, malts and hops. Taste is mild and crisp. A little too mich carb for me but Very drinkable none the less."
Goose Island Honkers Ale,"Aroma is clove, light sweet malts and slight sulphur hints. Taste is a light sweet maltiness with some graininess and light caramel notes. There is a subtle bitterness that is quite well balanced and finishes very smoothly.…"
Goose Island Honkers Ale,Bottle. Pours clear amber with nice white head. Nose is citrus and grain. Taste is dry bitterness. Okay bitter.
Goose Island Honkers Ale,(bottle) bright clear amber colour with a small white head; aroma of stewed fruit; faint and watery flavour - dishwater after washing beer bottles? very forgettable
Goose Island Honkers Ale,"Pours light chestnut, brief white head. Faint malt aroma. Very light, approaching watery. Flavor is sweetish, light malt. A bit of fizz. Overall a good session beer. Pleasant but very light."
Goose Island Honkers Ale,Somewhat disappointing bitter. Rather watery and low on flavors. Is this the same Honker’s as before the InBev acquisition?
Goose Island Honkers Ale,12 FL OZ ($4.00) had this at a local bar. not bad good but far from special. In my opinion when there are lots of better choices to be made.
Goose Island Honkers Ale,"On tap in Ajax. clear red amber like colour. light citrus aroma with a real zesty note that I find surprising but there is some malt cereal like notes in there as well. Medium bodied, lightly hopped and again sort of zesty on…"
Goose Island Honkers Ale,Bottle bier huis ossett. Amber thin head. Aroma is caramel biscuit malts. Taste is same slight fruit and spice light bitter finish. Medium body ok stuff
Goose Island Honkers Ale,On tap at Biermarkt. Clear copper pour with small off white head leaving sheets of lace. Sweet caramel and roasted nut nose. Medium sweet start with a balanced bitter middle. Light to medium mouth with soft…
Goose Island Honkers Ale,Pours amber color with a thick white head. Not overly bitter but definitely has a slight taste.
Goose Island Honkers Ale,"Aroma: Malt: Medium biscuit, syrup. Medium Hops: Medium-high, fruity, 
Appearance: Body, hazy copper. Head, medium, creamy, good retention.…"
Goose Island Honkers Ale,"Light amber pour with small white head. Aroma of hops, spice, and slightly fruity. Taste of malts, caramel, slight citrus, slight peppery spice and a faint bitter hop finish. Light bodied, medium carbonation, slightly dry finish."
Goose Island Honkers Ale,"Bottle at La Guardia Airport, New York September 2013. Decent beer with amber colour and big fluffy head. Nutty biscuit flavour and quite malty."
Goose Island Honkers Ale,One of my favorite bitters nice color... Not overly hoppy. And not too carbonated. A real traditional English bitter.
Goose Island Honkers Ale,Pours Amber with a thick white head. Has an earthy aroma with a moderate hoppy flavor.
Goose Island Honkers Ale,"Coming from the Hinterlands of Ontario’s LCBO domain I’ve only seen the Vintage versions of GL beer, which are exceptional. This is the first regular beer, if seasonal, I’ve had. So...Pint poured in a random Philly airport…"
Goose Island Honkers Ale,"Tap at Darcy McGee’s Orleans. Pours burnt orange limited head with some lacing. Nose is sweet. Flavours or light caramel, maybe some honey, some Cheerios. Taste light/med sweet, light bitter. Medium body somewhat…"
Goose Island Honkers Ale,"bottle, pours light amber, slightly hazy, with off-white head. Sweet malty aroma of caramel and cookies, with hoppy citrus and resin note. Taste is malty, caramel, with light bitterness. Medium body, soft carbonation, bit…"
Goose Island Honkers Ale,"On tap at a restaurant in Des Moines, IA. Pours orange with a small white head. Aroma is caramel and hops. Taste is lightly sweet, moderate hops with a mild bitterness, caramel. Medium mouthfeel. A pleasant drink."
Goose Island Honkers Ale,On draft. Not much aroma. Pours orange. Taste is bitter with a nice hoppiness. Good summer time beer in my opinion. I could drink a few at a time. Not sure why it is rating so low on here.…
Goose Island Honkers Ale,Clear golden amber with fluffy white head. Aromas of hops and malty undertones. Taste slightly too sweet for me. Some bitterness.Creamy texture and soft carbonation.
Goose Island Honkers Ale,"Draft @ Golden Crust, Red Lion, PA. Pours amber/brown, head was thin but lacing was there. Aroma of bread, nuts and herbs. Taste is mildly bitter, lots of malty sweetness. Body was light, medium carbonation, mouth feel was…"
Goose Island Honkers Ale,With my parents on the way to the Lakehouse. Aroma is idk I am drinking from the bottle. Taste is nice smooth bitterness on the earthy side but fresh and light. I like it. I order this stuff when I am out and there is not…
Goose Island Honkers Ale,"It's like a simple slightly oaky nutty lager. There is nothing offensive about it, but it's pretty tame overall. The oak aftertaste stays in your mouth for a long time."
Goose Island Honkers Ale,"On tap at The Landing in Boston, somewhat bready, fairly mild, hoppy ending."
Goose Island Honkers Ale,"Pretty bitter and very palettey, no bad aftertaste though, which means if you can deal with bitter it won’t last afterwards."
